time,upper,lower
27.59956196,23.81395819,22.04527004
27.599992,23.81395819,22.04549525
27.60059279,23.81395819,22.04827335
27.78917017,23.81395819,22.04843673
27.78970208,23.81395819,22.04848801
27.79014446,23.81395819,22.04863568
27.79056117,23.81395819,22.04901573
27.79113408,23.81395819,22.04919372
27.79154487,23.81395819,22.04922576
27.79200167,23.81395819,22.04940431
27.79255525,23.81395819,22.05258897
27.98505042,23.81395819,22.05285221
27.98552396,23.81395819,22.05334682
27.98609521,23.81395819,22.05349039
27.986595,23.81395819,22.05350669
27.98702225,23.81395819,22.05370617
27.98745792,23.81395819,22.0539059
27.9878995,23.81395819,22.0544466
27.98842933,23.81395819,22.05557501
28.09247671,23.81395819,22.05572423
28.09369746,23.81395819,22.05604594
28.09499183,23.81395819,22.05628107
28.09609567,23.81395819,22.05684464
28.09716667,23.81395819,22.05710139
28.09812246,23.81395819,22.05713878
28.09876221,23.81395819,22.05753751
28.09944496,23.81395819,22.06083039
28.29243558,23.81395819,22.06122952
28.29295712,23.81395819,22.06142309
28.29340717,23.81395819,22.06154817
28.29377521,23.81395819,22.06180169
28.29417463,23.81395819,22.0618678
28.29466117,23.81395819,22.06187407
28.29512712,23.81395819,22.06189829
28.29587017,23.81395819,22.06471346
28.29640129,23.81395819,22.06517649
28.46208846,23.81395819,22.06553959
28.46260788,23.81395819,22.06581197
28.46324875,23.81395819,22.0659417
28.464265,23.81395819,22.06603171
28.46507496,23.81395819,22.06608617
28.46598671,23.81395819,22.06610202
28.46659904,23.81395819,22.06619604
28.467052,23.81395819,22.06764805
28.46735404,23.81395819,22.06912694
28.63352475,23.81395819,22.07003581
28.63477504,23.81395819,22.07012261
28.63536879,23.81395819,22.07052374
28.63574696,23.81395819,22.07085972
28.63644033,23.81395819,22.07131173
28.63698429,23.81395819,22.07141139
28.63745217,23.81395819,22.07141423
28.63780592,23.81395819,22.07432352
28.76180633,23.81395819,22.07451739
28.76242762,23.81395819,22.07471323
28.76296479,23.81395819,22.07483274
28.76384158,23.81395819,22.07493354
28.76451917,23.81395819,22.0750504
28.76510883,23.81395819,22.07509244
28.76555821,23.81395819,22.07529639
28.76609208,23.81395819,22.07943968
28.94058513,23.81395819,22.07945268
28.94102979,23.81395819,22.07961818
28.94193733,23.81395819,22.07976253
28.94278,23.81395819,22.0799435
28.943465,23.81395819,22.07995823
28.94391475,23.81395819,22.08003265
28.94435738,23.81395819,22.08010936
28.94513237,23.81395819,22.08224772
29.11815954,23.81395819,22.08318523
29.11881225,23.81395819,22.08328786
29.11929067,23.81395819,22.08339419
29.11974613,23.81395819,22.08341154
29.12022133,23.81395819,22.08360567
29.120765,23.81395819,22.08368747
29.12130154,23.81395819,22.08376205
29.12189896,23.81395819,22.0872253
29.26139963,23.81395819,22.08741569
29.26195487,23.81395819,22.0874555
29.26280167,23.81395819,22.0875414
29.26409112,23.81395819,22.08758152
29.26478433,23.81395819,22.0876461
29.26578383,23.81395819,22.08768867
29.26682817,23.81395819,22.08774451
29.26798862,23.81395819,22.09088917
29.44786254,23.81395819,22.09106168
29.44874571,23.81395819,22.0912452
29.44965638,23.81395819,22.09127804
29.45021283,23.81395819,22.09141339
29.45071021,23.81395819,22.09162704
29.45118829,23.81395819,22.09172867
29.45168463,23.81395819,22.09188783
29.45222533,23.81395819,22.09332843
29.45279571,23.81395819,22.09358841
29.57186592,23.81395819,22.09359969
29.57203654,23.81395819,22.09395936
29.57306883,23.81395819,22.0941975
29.57418429,23.81395819,22.094276
29.57485658,23.81395819,22.09443855
29.57532625,23.81395819,22.0947223
29.57580433,23.81395819,22.09486215
29.57638275,23.81395819,22.09494365
29.5769115,23.81395819,22.09832128
29.73884463,23.81395819,22.09886046
29.7399095,23.81395819,22.09901972
29.74156787,23.81395819,22.09904227
29.74210308,23.81395819,22.09914314
29.74328446,23.81395819,22.0991785
29.74426,23.81395819,22.0994929
29.74528346,23.81395819,22.0994974
29.74652829,23.81395819,22.1022387
29.86538625,23.81395819,22.10292868
29.86598142,23.81395819,22.10305574
29.86645925,23.81395819,22.10323739
29.86693296,23.81395819,22.10343685
29.86734787,23.81395819,22.10358083
29.86779558,23.81395819,22.10386855
29.86830088,23.81395819,22.10386917
29.86883808,23.81395819,22.10752554
30.05928821,23.81395819,22.10792146
30.06031767,23.81395819,22.10807038
30.061147,23.81395819,22.1080954
30.06156275,23.81395819,22.10822436
30.06215213,23.81395819,22.10823052
30.06276425,23.81395819,22.10841012
30.06341958,23.81395819,22.10842792
30.06402837,23.81395819,22.11204643
30.21743092,23.81395819,22.11226137
30.21796667,23.81395819,22.11245924
30.218454,23.81395819,22.11246129
30.21890083,23.81395819,22.11279729
30.21947671,23.81395819,22.11281009
30.21992304,23.81395819,22.11283269
30.22041133,23.81395819,22.11283826
30.22099321,23.81395819,22.11610298
30.41683517,23.81395819,22.1163043
30.41728083,23.81395819,22.11637859
30.4176765,23.81395819,22.11669416
30.41816592,23.81395819,22.11675988
30.41893438,23.81395819,22.11716441
30.41939358,23.81395819,22.117203
30.41984317,23.81395819,22.11737854
30.42037663,23.81395819,22.12064315
30.55506846,23.81395819,22.12082734
30.55626829,23.81395819,22.12084858
30.5571835,23.81395819,22.12088145
30.55762354,23.81395819,22.12144491
30.55815442,23.81395819,22.12154653
30.5586845,23.81395819,22.12164926
30.55926867,23.81395819,22.12173396
30.56020129,23.81395819,22.12510108
30.72755133,23.81395819,22.12538075
30.72799679,23.81395819,22.12575623
30.72858879,23.81395819,22.12598394
30.72910396,23.81395819,22.12600075
30.72996663,23.81395819,22.12601498
30.73123579,23.81395819,22.12602735
30.73239796,23.81395819,22.12606352
30.73372958,23.81395819,22.12812496
30.87358008,23.81395819,22.12823937
30.87359029,23.81395819,22.128782
30.87410725,23.81395819,22.12882168
30.87457558,23.81395819,22.12890189
30.87502125,23.81395819,22.12904163
30.875446,23.81395819,22.1292002
30.8758485,23.81395819,22.12934444
30.87632012,23.81395819,22.12954602
30.87696358,23.81395819,22.13228973
31.08553138,23.81395819,22.13234489
31.08598275,23.81395819,22.13273695
31.08639329,23.81395819,22.13289689
31.08702758,23.81395819,22.1329944
31.08746183,23.81395819,22.13307317
31.08801596,23.81395819,22.13321616
31.08849738,23.81395819,22.13324265
31.08954113,23.81395819,22.13463092
31.29352862,23.81395819,22.13510627
31.29470804,23.81395819,22.135683
31.29522425,23.81395819,22.13586928
31.29568992,23.81395819,22.13604271
31.29607971,23.81395819,22.13616098
31.296572,23.81395819,22.13619766
31.2974655,23.81395819,22.13620534
31.29809392,23.81395819,22.1383241
31.45229533,23.81395819,22.13874774
31.45274025,23.81395819,22.138867
31.45314717,23.81395819,22.13897087
31.45362788,23.81395819,22.13902648
31.45411396,23.81395819,22.13915698
31.45469254,23.81395819,22.13916551
31.45521658,23.81395819,22.1391695
31.45646979,23.81395819,22.14339878
31.6223095,23.81395819,22.14341039
31.62360004,23.81395819,22.14345946
31.62447337,23.81395819,22.14346133
31.62505567,23.81395819,22.14362249
31.62553546,23.81395819,22.14375216
31.62604125,23.81395819,22.14376512
31.62664087,23.81395819,22.1437984
31.62718833,23.81395819,22.14594597
31.74981333,23.81395819,22.14658781
31.75076467,23.81395819,22.14671964
31.75124333,23.81395819,22.14674505
31.75167775,23.81395819,22.14675778
31.75211037,23.81395819,22.1468578
31.75255329,23.81395819,22.14687747
31.75301904,23.81395819,22.14689197
31.75377821,23.81395819,22.15073056
31.94344821,23.81395819,22.15086736
31.94405604,23.81395819,22.15102998
31.94507171,23.81395819,22.15120449
31.94576754,23.81395819,22.15123129
31.9464315,23.81395819,22.15135406
31.94726783,23.81395819,22.15149845
31.9478635,23.81395819,22.15155814
31.94858929,23.81395819,22.15448054
32.10994008,23.81395819,22.15505356
32.11034521,23.81395819,22.15513463
32.11126667,23.81395819,22.15514723
32.112076,23.81395819,22.15539229
32.11249596,23.81395819,22.1554293
32.11300775,23.81395819,22.15553925
32.11397817,23.81395819,22.15555109
32.11467158,23.81395819,22.15724236
32.24389096,23.81395819,22.15733966
32.24437867,23.81395819,22.15761045
32.24515696,23.81395819,22.15784352
32.24559271,23.81395819,22.15806988
32.24602067,23.81395819,22.15821102
32.24698733,23.81395819,22.15831557
32.24780667,23.81395819,22.15835955
32.24902517,23.81395819,22.15913319
32.24925367,23.81395819,22.16105431
32.42185358,23.81395819,22.16177362
32.42268471,23.81395819,22.16194696
32.42311213,23.81395819,22.16195747
32.42357379,23.81395819,22.162116
32.423961,23.81395819,22.16218891
32.42438738,23.81395819,22.16223256
32.42497833,23.81395819,22.16233238
32.425418,23.81395819,22.16476279
32.57009138,23.81395819,22.16494133
32.57097004,23.81395819,22.1649483
32.57177304,23.81395819,22.16510272
32.57280875,23.81395819,22.16521495
32.57380429,23.81395819,22.16522209
32.57427708,23.81395819,22.16537974
32.57472367,23.81395819,22.16545477
32.57609188,23.81395819,22.1676252
32.78551179,23.81395819,22.16764137
32.78596533,23.81395819,22.167822
32.78642738,23.81395819,22.16807389
32.78687292,23.81395819,22.1680919
32.78738279,23.81395819,22.16813458
32.78779167,23.81395819,22.16813908
32.78822204,23.81395819,22.16824365
32.78877404,23.81395819,22.17167804
32.95884342,23.81395819,22.17183126
32.95981033,23.81395819,22.17201047
32.96037533,23.81395819,22.1720348
32.96082271,23.81395819,22.17209716
32.96130429,23.81395819,22.17221499
32.96189325,23.81395819,22.17228855
32.96278025,23.81395819,22.17239927
32.96378292,23.81395819,22.1759861
33.14168021,23.81395819,22.17602737
33.14210079,23.81395819,22.17624742
33.14302008,23.81395819,22.17659667
33.14380625,23.81395819,22.17661227
33.14425558,23.81395819,22.17667591
33.14482675,23.81395819,22.17682575
33.1452185,23.81395819,22.17687947
33.14600621,23.81395819,22.17988036
33.29281604,23.81395819,22.18007165
33.29326846,23.81395819,22.18007962
33.29368192,23.81395819,22.18017819
33.29409108,23.81395819,22.18022321
33.29471825,23.81395819,22.18029817
33.29515263,23.81395819,22.18033866
33.29563533,23.81395819,22.18036928
33.29672746,23.81395819,22.18237408
33.46979996,23.81395819,22.18242159
33.47028763,23.81395819,22.18244123
33.47074354,23.81395819,22.18253933
33.47120592,23.81395819,22.18254842
33.47162767,23.81395819,22.18257191
33.47342933,23.81395819,22.18287466
33.474522,23.81395819,22.18288788
33.47583675,23.81395819,22.18571352
33.65315042,23.81395819,22.18631345
33.65369508,23.81395819,22.18633749
33.65407871,23.81395819,22.18648474
33.6544455,23.81395819,22.1864896
33.65489138,23.81395819,22.1866319
33.65532625,23.81395819,22.18665931
33.65586304,23.81395819,22.18673526
33.65667025,23.81395819,22.18857484
33.80397438,23.81395819,22.18896159
33.80501258,23.81395819,22.18918876
33.80605004,23.81395819,22.18921224
33.80663688,23.81395819,22.1892727
33.80719046,23.81395819,22.18928263
33.80764483,23.81395819,22.18930269
33.80817283,23.81395819,22.18948032
33.80889938,23.81395819,22.19298522
33.98681083,23.81395819,22.19325832
33.98790004,23.81395819,22.19340702
33.98844621,23.81395819,22.1935043
33.98894979,23.81395819,22.19379095
33.98940279,23.81395819,22.19388166
33.99022608,23.81395819,22.19396796
33.99066692,23.81395819,22.19419297
33.99123317,23.81395819,22.19679328
34.1183325,23.81395819,22.19687077
34.11891588,23.81395819,22.19702577
34.11944138,23.81395819,22.19702679
34.11989263,23.81395819,22.19705219
34.12063396,23.81395819,22.19720698
34.12119946,23.81395819,22.19723448
34.12180825,23.81395819,22.19726277
34.12266996,23.81395819,22.20008453
34.25114646,23.81395819,22.20017499
34.25170921,23.81395819,22.20033014
34.25220892,23.81395819,22.20033724
34.25265775,23.81395819,22.20040983
34.25319933,23.81395819,22.20043695
34.25474679,23.81395819,22.20047703
34.2560475,23.81395819,22.20047932
34.25744475,23.81395819,22.20265224
34.42783517,23.81395819,22.20280286
34.42827713,23.81395819,22.20284515
34.4287745,23.81395819,22.20297207
34.42927075,23.81395819,22.20318831
34.43002617,23.81395819,22.20354852
34.43118392,23.81395819,22.20363612
34.43241442,23.81395819,22.20401406
34.43369679,23.81395819,22.20513164
34.57556238,23.81395819,22.20558756
34.57613167,23.81395819,22.20566046
34.57666454,23.81395819,22.20607086
34.57707967,23.81395819,22.20624861
34.57752475,23.81395819,22.20630755
34.57800754,23.81395819,22.20645713
34.57848858,23.81395819,22.20653252
34.57956675,23.81395819,22.2087915
34.70865288,23.81395819,22.20882774
34.70912238,23.81395819,22.20944883
34.70960492,23.81395819,22.20949479
34.71006833,23.81395819,22.20958176
34.71054988,23.81395819,22.20969487
34.71099871,23.81395819,22.20983149
34.71149133,23.81395819,22.21025412
34.71201304,23.81395819,22.21219759
34.88047275,23.81395819,22.21260223
34.880938,23.81395819,22.21262878
34.88150067,23.81395819,22.21270709
34.88248429,23.81395819,22.2127077
34.883062,23.81395819,22.21290116
34.88351204,23.81395819,22.21290116
34.88354563,23.81395819,22.21316592
34.88393129,23.81395819,22.21317482
34.88447421,23.81395819,22.21642484
35.02046458,23.81395819,22.21659404
35.0209405,23.81395819,22.21666215
35.02142054,23.81395819,22.21668635
35.02191833,23.81395819,22.21690104
35.02236158,23.81395819,22.21698456
35.02279433,23.81395819,22.21701893
35.02329925,23.81395819,22.2170599
35.02375467,23.81395819,22.22047592
35.22055033,23.81395819,22.22056671
35.22161821,23.81395819,22.22100149
35.22284421,23.81395819,22.22106818
35.22376371,23.81395819,22.22116342
35.22475396,23.81395819,22.22116362
35.22521479,23.81395819,22.22138539
35.22563183,23.81395819,22.22150607
35.22612154,23.81395819,22.22391904
35.42091467,23.81395819,22.22444713
35.42139613,23.81395819,22.22452491
35.42187038,23.81395819,22.22456389
35.42264925,23.81395819,22.22457963
35.42312225,23.81395819,22.22480613
35.42399725,23.81395819,22.22483749
35.42445346,23.81395819,22.2249323
35.42495204,23.81395819,22.2259142
35.58118379,23.81395819,22.22599434
35.58160867,23.81395819,22.22629286
35.58207188,23.81395819,22.22634358
35.58246208,23.81395819,22.22647114
35.58281988,23.81395819,22.22682254
35.58326392,23.81395819,22.22695711
35.5836875,23.81395819,22.22700686
35.58427354,23.81395819,22.22936331
35.73726196,23.81395819,22.22942171
35.73774142,23.81395819,22.22979597
35.73852225,23.81395819,22.22986093
35.73944513,23.81395819,22.22990847
35.73999946,23.81395819,22.22993549
35.74062629,23.81395819,22.23019798
35.74102233,23.81395819,22.23021138
35.7415785,23.81395819,22.23294695
35.86270588,23.81395819,22.23305007
35.86336758,23.81395819,22.23322565
35.86383075,23.81395819,22.23342365
35.864284,23.81395819,22.23348559
35.86499367,23.81395819,22.23381987
35.86548996,23.81395819,22.23398301
35.86647,23.81395819,22.23403492
35.86770054,23.81395819,22.23634613
35.99475458,23.81395819,22.23685638
35.99516092,23.81395819,22.23692273
35.99555304,23.81395819,22.23700696
35.995982,23.81395819,22.23706864
35.99659,23.81395819,22.23715657
35.99715267,23.81395819,22.23715753
35.99766725,23.81395819,22.2371983
35.99850425,23.81395819,22.23929265
36.17424821,23.81395819,22.23947746
36.17492458,23.81395819,22.23980495
36.17544879,23.81395819,22.239984
36.17597117,23.81395819,22.23999907
36.17640258,23.81395819,22.24005297
36.17686954,23.81395819,22.24005363
36.17733783,23.81395819,22.24047715
36.17791671,23.81395819,22.24299614
36.33159521,23.81395819,22.24332316
36.33214192,23.81395819,22.24364526
36.33255433,23.81395819,22.24415402
36.3329505,23.81395819,22.2442068
36.333442,23.81395819,22.2443902
36.33382513,23.81395819,22.24468751
36.33432192,23.81395819,22.2447265
36.33538567,23.81395819,22.24735146
36.49590292,23.81395819,22.24735972
36.49706758,23.81395819,22.24766886
36.49772338,23.81395819,22.24767434
36.49827663,23.81395819,22.24770217
36.49867379,23.81395819,22.24771712
36.49906346,23.81395819,22.24774727
36.49946067,23.81395819,22.24780136
36.49997158,23.81395819,22.24911445
36.66578346,23.81395819,22.24929875
36.66635133,23.81395819,22.24956315
36.66676629,23.81395819,22.24969367
36.66730013,23.81395819,22.24985126
36.66775271,23.81395819,22.25013519
36.66817921,23.81395819,22.25022651
36.66860642,23.81395819,22.25043371
36.66907229,23.81395819,22.25188283
36.83256904,23.81395819,22.25220491
36.83381958,23.81395819,22.25235572
36.83449113,23.81395819,22.25284866
36.83503892,23.81395819,22.25300329
36.83545796,23.81395819,22.2532843
36.83588358,23.81395819,22.25342042
36.8363705,23.81395819,22.25361895
36.83694708,23.81395819,22.25627161
37.05399171,23.81395819,22.25628562
37.05463475,23.81395819,22.2563527
37.05570842,23.81395819,22.25638297
37.05663088,23.81395819,22.25638501
37.05775396,23.81395819,22.2565949
37.05873742,23.81395819,22.25662619
37.05988954,23.81395819,22.25662681
37.061092,23.81395819,22.25953056
37.22752583,23.81395819,22.25955871
37.22813379,23.81395819,22.25979112
37.22864563,23.81395819,22.25993375
37.22905338,23.81395819,22.25993717
37.22946013,23.81395819,22.25997377
37.23004313,23.81395819,22.26001003
37.23050663,23.81395819,22.26016382
37.23144563,23.81395819,22.26265412
37.34234538,23.81395819,22.26295949
37.34368829,23.81395819,22.2631996
37.34486954,23.81395819,22.26334802
37.34577771,23.81395819,22.26335981
37.3463465,23.81395819,22.2634727
37.34743554,23.81395819,22.2634776
37.34847388,23.81395819,22.2635283
37.34993704,23.81395819,22.26539653
37.35089738,23.81395819,22.26703344
37.51973671,23.81395819,22.26715162
37.52031008,23.81395819,22.26721668
37.52082354,23.81395819,22.26726413
37.52196854,23.81395819,22.26729472
37.52250408,23.81395819,22.26735116
37.52298888,23.81395819,22.2673562
37.52346721,23.81395819,22.2673896
37.52396833,23.81395819,22.27019297
37.68091833,23.81395819,22.27041361
37.68220796,23.81395819,22.2704815
37.68309867,23.81395819,22.27065387
37.68356529,23.81395819,22.27074042
37.6840645,23.81395819,22.27103965
37.68460775,23.81395819,22.27110671
37.68499175,23.81395819,22.27117127
37.68562458,23.81395819,22.27461206
37.88345913,23.81395819,22.27462535
37.88391925,23.81395819,22.27469235
37.88451658,23.81395819,22.27484042
37.88494475,23.81395819,22.27486751
37.88535704,23.81395819,22.27490138
37.88594017,23.81395819,22.27492936
37.88636146,23.81395819,22.27496402
37.88691354,23.81395819,22.27600094
37.88709779,23.81395819,22.27708214
38.04184767,23.81395819,22.27745734
38.04235488,23.81395819,22.27754331
38.04279713,23.81395819,22.27754658
38.04325563,23.81395819,22.27785015
38.04368233,23.81395819,22.27786175
38.04412538,23.81395819,22.2779177
38.04466971,23.81395819,22.27796607
38.04513938,23.81395819,22.27993991
38.19835513,23.81395819,22.28012198
38.19883563,23.81395819,22.28015937
38.19933083,23.81395819,22.28016888
38.19984983,23.81395819,22.28034394
38.2002975,23.81395819,22.28047929
38.20073233,23.81395819,22.28069125
38.20128479,23.81395819,22.28070351
38.20172296,23.81395819,22.2827542
38.36393446,23.81395819,22.28303703
38.36445692,23.81395819,22.28307719
38.3651385,23.81395819,22.28315169
38.36602604,23.81395819,22.28328784
38.36707683,23.81395819,22.28358003
38.36809638,23.81395819,22.28368287
38.36921596,23.81395819,22.28369606
38.37048125,23.81395819,22.28634247
38.50900983,23.81395819,22.28646543
38.50945696,23.81395819,22.28663461
38.51052646,23.81395819,22.28668106
38.51163421,23.81395819,22.28688948
38.5126185,23.81395819,22.28696529
38.51362979,23.81395819,22.28703358
38.51477142,23.81395819,22.28709409
38.51545658,23.81395819,22.28727874
38.66556358,23.81395819,22.28780332
38.66671225,23.81395819,22.28805487
38.667877,23.81395819,22.28818947
38.66897625,23.81395819,22.28828513
38.67025138,23.81395819,22.28853392
38.67116358,23.81395819,22.28860057
38.67163704,23.81395819,22.28882009
38.67234817,23.81395819,22.28985322
38.67237396,23.81395819,22.29174012
38.85563917,23.81395819,22.29190049
38.85677058,23.81395819,22.29200865
38.85826642,23.81395819,22.29220594
38.85931646,23.81395819,22.29223386
38.86027033,23.81395819,22.29225507
38.86154104,23.81395819,22.29226403
38.86235992,23.81395819,22.29227522
38.86288738,23.81395819,22.29360976
38.8632535,23.81395819,22.2940437
38.98033638,23.81395819,22.2941048
38.9812645,23.81395819,22.2944858
38.98196975,23.81395819,22.29463592
38.98274454,23.81395819,22.29482706
38.98381729,23.81395819,22.2948947
38.98486204,23.81395819,22.29490511
38.98572642,23.81395819,22.29493992
38.98700746,23.81395819,22.29697408
39.10935796,23.81395819,22.29701499
39.10977675,23.81395819,22.29720009
39.11021188,23.81395819,22.29722374
39.11061825,23.81395819,22.29738036
39.11099529,23.81395819,22.29747995
39.11158108,23.81395819,22.29748975
39.1119765,23.81395819,22.29774359
39.11244179,23.81395819,22.29886117
39.24097925,23.81395819,22.29933608
39.24147046,23.81395819,22.29975512
39.24208817,23.81395819,22.29985952
39.24280725,23.81395819,22.29999048
39.24361192,23.81395819,22.30003831
39.24426504,23.81395819,22.30010661
39.24513204,23.81395819,22.30015715
39.24592342,23.81395819,22.30306955
39.44026775,23.81395819,22.30321325
39.44079075,23.81395819,22.30326484
39.44126763,23.81395819,22.30337309
39.44176708,23.81395819,22.30342727
39.44222896,23.81395819,22.30349353
39.44280008,23.81395819,22.30357616
39.44327025,23.81395819,22.30368485
39.44397983,23.81395819,22.30511901
39.61391642,23.81395819,22.30513462
39.61458754,23.81395819,22.30536899
39.61527096,23.81395819,22.30540867
39.61603733,23.81395819,22.30542849
39.61653304,23.81395819,22.30548719
39.61700963,23.81395819,22.3056391
39.61753933,23.81395819,22.30565421
39.61800546,23.81395819,22.30736698
39.73203654,23.81395819,22.30744618
39.73267279,23.81395819,22.30768384
39.73331254,23.81395819,22.30775906
39.73398367,23.81395819,22.30777924
39.73461908,23.81395819,22.30777939
39.7353255,23.81395819,22.30804332
39.73609588,23.81395819,22.30818053
39.73677104,23.81395819,22.30954603
39.73698588,23.81395819,22.31009786
39.854882,23.81395819,22.31017219
39.85538367,23.81395819,22.31040627
39.85584579,23.81395819,22.31052172
39.85633538,23.81395819,22.31057436
39.85677463,23.81395819,22.31063644
39.85724896,23.81395819,22.31067608
39.85779346,23.81395819,22.31071366
39.85824383,23.81395819,22.31297097
39.99586071,23.81395819,22.31310445
39.99640371,23.81395819,22.31342173
39.99704379,23.81395819,22.31357895
39.99785967,23.81395819,22.3137795
39.99823625,23.81395819,22.31378046
39.99892454,23.81395819,22.3139782
39.99951704,23.81395819,22.31404869
39.99988446,23.81395819,22.31577923
40.20386808,23.81395819,22.31605566
40.20507908,23.81395819,22.31607411
40.20603629,23.81395819,22.31608207
40.20652963,23.81395819,22.31612239
40.20695233,23.81395819,22.31628813
40.20748067,23.81395819,22.31647837
40.20801779,23.81395819,22.31662505
40.20849063,23.81395819,22.31784372
40.38926638,23.81395819,22.31825769
40.390546,23.81395819,22.318379
40.39169025,23.81395819,22.31839229
40.39270458,23.81395819,22.31843688
40.3938355,23.81395819,22.31856854
40.39509008,23.81395819,22.31869503
40.39624096,23.81395819,22.31885705
40.39706842,23.81395819,22.32140354
40.55124104,23.81395819,22.32183731
40.55174538,23.81395819,22.3218505
40.55232896,23.81395819,22.32185527
40.55291658,23.81395819,22.32187946
40.55383938,23.81395819,22.32211342
40.55496429,23.81395819,22.32213427
40.55622117,23.81395819,22.32220164
40.55714196,23.81395819,22.32484709
40.7321135,23.81395819,22.32507602
40.73258158,23.81395819,22.32519363
40.73303608,23.81395819,22.32532211
40.7335135,23.81395819,22.32543187
40.73392417,23.81395819,22.32544227
40.73435017,23.81395819,22.32544816
40.73486942,23.81395819,22.32568164
40.73543563,23.81395819,22.32754635
40.8582005,23.81395819,22.32758789
40.85874546,23.81395819,22.32804139
40.85919954,23.81395819,22.32804234
40.85967271,23.81395819,22.32836616
40.86013871,23.81395819,22.32836892
40.86052638,23.81395819,22.32838251
40.8609705,23.81395819,22.3284865
40.8614525,23.81395819,22.33024475
40.97983775,23.81395819,22.33026655
40.98116096,23.81395819,22.33047267
40.98207988,23.81395819,22.33057927
40.98255833,23.81395819,22.33062575
40.98310292,23.81395819,22.33065528
40.98362092,23.81395819,22.33065833
40.98419429,23.81395819,22.33072095
40.98482367,23.81395819,22.33182903
40.98507538,23.81395819,22.33250339
41.15770504,23.81395819,22.33269228
41.15814646,23.81395819,22.33283701
41.15868083,23.81395819,22.33309983
41.15914363,23.81395819,22.33321803
41.15957179,23.81395819,22.3333126
41.16006117,23.81395819,22.33334726
41.16057763,23.81395819,22.33353131
41.16106742,23.81395819,22.33353131
41.16123758,23.81395819,22.33554835
41.34083396,23.81395819,22.33556728
41.34190858,23.81395819,22.33558325
41.3428525,23.81395819,22.33607729
41.34348479,23.81395819,22.33607729
41.34350379,23.81395819,22.33616102
41.34400567,23.81395819,22.33627564
41.34448492,23.81395819,22.33640189
41.34496279,23.81395819,22.33648099
41.34551825,23.81395819,22.33832605
41.51608204,23.81395819,22.33846608
41.51661246,23.81395819,22.33849225
41.5170495,23.81395819,22.33849225
41.51709683,23.81395819,22.33859171
41.51753117,23.81395819,22.3386364
41.51807454,23.81395819,22.33868718
41.51860583,23.81395819,22.33872469
41.51983921,23.81395819,22.33874241
41.52101792,23.81395819,22.34024715
41.64002904,23.81395819,22.3403392
41.64086117,23.81395819,22.3405046
41.64200825,23.81395819,22.34066725
41.64250088,23.81395819,22.34085139
41.64297204,23.81395819,22.34087534
41.64350117,23.81395819,22.34094257
41.64394129,23.81395819,22.34094874
41.64444221,23.81395819,22.34206047
41.64475479,23.81395819,22.34288923
41.84433721,23.81395819,22.34296283
41.84507383,23.81395819,22.34302194
41.84584796,23.81395819,22.34310582
41.84641438,23.81395819,22.34327465
41.84687346,23.81395819,22.34343493
41.84738313,23.81395819,22.34344414
41.84784217,23.81395819,22.34352254
41.84842554,23.81395819,22.34505714
42.02160229,23.81395819,22.34508872
42.02227767,23.81395819,22.34513524
42.02295329,23.81395819,22.34520736
42.02341358,23.81395819,22.34523108
42.024063,23.81395819,22.34523814
42.02451696,23.81395819,22.34525382
42.02533783,23.81395819,22.34528985
42.02622983,23.81395819,22.34632298
42.02644479,23.81395819,22.34682292
42.02675525,23.81395819,22.34718469
42.17087546,23.81395819,22.34728529
42.35627954,23.81395819,22.34761905
42.35714854,23.81395819,22.34794368
42.35816317,23.81395819,22.34810919
42.35907329,23.81395819,22.34839078
42.36016563,23.81395819,22.34863701
42.36124263,23.81395819,22.34891963
42.36285854,23.81395819,22.34902584
42.36414904,23.81395819,22.35138509
42.48885033,23.81395819,22.35138892
42.48938733,23.81395819,22.35163293
42.48984013,23.81395819,22.35173111
42.49028067,23.81395819,22.35185351
42.49068575,23.81395819,22.35185885
42.49112425,23.81395819,22.35186682
42.49154025,23.81395819,22.35188761
42.49218213,23.81395819,22.35366034
42.69039975,23.81395819,22.3537228
42.69143829,23.81395819,22.35387845
42.69239438,23.81395819,22.35388945
42.69294029,23.81395819,22.35402924
42.69335571,23.81395819,22.3540574
42.69375371,23.81395819,22.35407135
42.69433983,23.81395819,22.35409153
42.69482779,23.81395819,22.3561905
42.85430646,23.81395819,22.35662753
42.85478071,23.81395819,22.35663917
42.85519858,23.81395819,22.35667108
42.85566892,23.81395819,22.3566741
42.85617246,23.81395819,22.35703471
42.85675317,23.81395819,22.35713248
42.85715375,23.81395819,22.35713311
42.85767675,23.81395819,22.35899794
42.97574858,23.81395819,22.35922258
42.97645696,23.81395819,22.35936225
42.97697246,23.81395819,22.35968659
42.97742479,23.81395819,22.35974084
42.97791825,23.81395819,22.35982011
42.978414,23.81395819,22.35985533
42.97889204,23.81395819,22.35989987
42.97961279,23.81395819,22.36266251
43.13112713,23.81395819,22.36277961
43.13189483,23.81395819,22.36289226
43.13290833,23.81395819,22.36290434
43.13360913,23.81395819,22.36298395
43.1340905,23.81395819,22.36304087
43.13455175,23.81395819,22.36314186
43.13564813,23.81395819,22.36323862
43.13691471,23.81395819,22.36456938
43.34644463,23.81395819,22.36518069
43.34696625,23.81395819,22.36551262
43.34749296,23.81395819,22.36595319
43.34799404,23.81395819,22.36600183
